run_id,commit_hash,case_id,case_category,case_kind,scenario,expected_status,actual_status,status_correct,expected_reason_codes,actual_reason_codes,reason_code_correct,runs,warmup_runs,cold_latency_ms,median_latency_ms,p95_latency_ms,min_latency_ms,max_latency_ms,plan_size_bytes,operator_count,edge_count,rewrite_rounds,inserted_operator_count,pending_obligation_count,verified_obligation_count,certificate_event_count,planner_median_latency_ms,certificate_verification_median_latency_ms,plan_digest
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-001,basic_accept,validation,baseline,ACCEPT,ACCEPT,True,,,True,30,5,4.0871000092010945,0.2043000131379813,0.3535999858286232,0.18160001491196454,0.3961999900639057,697,2,1,1,0,0,0,0,0.0,0.0,sha256:8dbd4ea1416740a551544d5910134ca8365722ac5e35d298881c6e18d2623e8d
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-002,deterministic_rewrite,validation,baseline,REWRITE,REWRITE,True,LINEAGE_REQUIRED|SPATIAL_PRECISION_EXCEEDED,LINEAGE_REQUIRED|SPATIAL_PRECISION_EXCEEDED,True,30,5,2.0447999995667487,0.4310999938752502,0.7858999888412654,0.3924000193364918,1.0836999863386154,881,3,2,2,2,1,1,0,0.0,0.0,sha256:cb2f28a2476ff462e3dde23061d5f4af6e45a76acf43228741c135f5523e3852
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-003,information_missing,validation,baseline,CLARIFY,CLARIFY,True,PURPOSE_MISSING,PURPOSE_MISSING,True,30,5,0.8712999988347292,0.015500001609325409,0.018799997633323073,0.014999997802078724,0.021400017431005836,567,1,0,,0,0,0,0,0.0,0.0,
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-004,policy_reject,validation,baseline,REJECT,REJECT,True,POLICY_DENIED,POLICY_DENIED,True,30,5,1.1851000017486513,0.04260000423528254,0.052799994591623545,0.04049998824484646,0.18879998242482543,607,1,0,,0,0,0,0,0.0,0.0,
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-005,fault_unknown_dataset,validation,unknown_dataset,REJECT,REJECT,True,UNKNOWN_DATASET,UNKNOWN_DATASET,True,30,5,1.0961000225506723,0.039300008211284876,0.15880001592449844,0.03509997623041272,0.1660000125411898,697,2,1,,0,0,0,0,0.0,0.0,
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-006,field_semantics,validation,masked_filter,REJECT,REJECT,True,MASKED_FIELD_USED_SEMANTICALLY,MASKED_FIELD_USED_SEMANTICALLY,True,30,5,1.3323999883141369,0.08919999527279288,0.19049999536946416,0.07760000880807638,0.3412000078242272,697,4,3,,0,0,0,0,0.0,0.0,
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-007,fault_unknown_field,validation,unknown_field,REJECT,REJECT,True,FIELD_NOT_AVAILABLE,FIELD_NOT_AVAILABLE,True,30,5,1.0486000101082027,0.06189999112393707,0.20429998403415084,0.047299981815740466,0.20700000459328294,697,2,1,,0,0,0,0,0.0,0.0,
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-008,fault_version_unresolved,validation,version_unresolved,REJECT,REJECT,True,VERSION_UNRESOLVED,VERSION_UNRESOLVED,True,30,5,2.0954000065103173,0.06284999835770577,0.11989998165518045,0.03369999467395246,0.22489999537356198,697,2,1,,0,0,0,0,0.0,0.0,
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-009,fault_unbound_reference,validation,unbound_reference,REJECT,REJECT,True,UNBOUND_REFERENCE,UNBOUND_REFERENCE|UNREACHABLE_OPERATOR,True,30,5,2.996399998664856,0.032100011594593525,0.07860001642256975,0.02889998722821474,0.34810000215657055,697,2,1,,0,0,0,0,0.0,0.0,
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-010,fault_cyclic_plan,validation,cyclic_plan,REJECT,REJECT,True,CYCLIC_PLAN|INVALID_OPERATOR_ARGUMENT,CYCLIC_PLAN|INVALID_OPERATOR_ARGUMENT,True,30,5,0.7752000237815082,0.0315000070258975,0.038300000596791506,0.029999995604157448,0.15860001440159976,697,2,2,,0,0,0,0,0.0,0.0,
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-011,expression_semantics,validation,expression_type_mismatch,REJECT,REJECT,True,EXPRESSION_TYPE_MISMATCH,EXPRESSION_TYPE_MISMATCH,True,30,5,1.861199998529628,0.059600002714432776,0.11190000805072486,0.0543000060133636,0.27600000612437725,697,3,2,,0,0,0,0,0.0,0.0,
